"id"	"S12K_1"	"S3M_1"	"SMS_1"	"S3S_1"	"STS_1"	"S3T_1"	"SKM_1"	"SLT_1"	"S3L_1"	"S12K_2"	"S3M_2"	"SMS_2"	"S3S_2"	"STS_2"	"S3T_2"	"SKM_2"	"SLT_2"	"S3L_2"	"S12K_3"	"S3M_3"	"SMS_3"	"S3S_3"	"STS_3"	"S3T_3"	"SKM_3"	"SLT_3"	"S3L_3"
"ASV2_Synedra_ulna_Bacillariophyceae"	75.7136814828825	100.976412022384	45.1823225260102	14.5338763096624	58.761531743439	81.7486677816165	59.6220598842967	45.3794025871321	49.6407523461304	1.47223424401423	0.778920783186636	0.273335186656076	1.74602979889089	90.5746752703174	44.9238523819697	52.7415918222881	34.5534939094086	NA	13.5849853372434	8.25989329839012	14.1241791530945	13.7156141075032	146.513015873016	399.382463328433	396.836185003417	275.664776939793	164.780230717338
"ASV5_Dinobryon_sociale_Chrysophyceae"	0.142091923586155	0	0.0780094362448585	4.58097235157159	0	0	0.51075957679679	0.157002033553635	0.173352589884217	250.950987093661	79.5062274115322	45.6914725972994	174.281342820873	341.256099755842	153.457016064943	177.39579026495	76.1280615590608	NA	9.97647360703812	19.3549391613628	8.24473615635179	10.4238667217024	35.5069808875931	27.6974853782879	19.722424116295	16.0768726831139	11.6896445918597
"ASV7_Cryptomonas_Cryptophyceae"	9.85052260261017	3.97254703365153	0.425337164287443	0.481166880093132	1.89933289774583	2.33283269150364	3.79421399906186	3.1400406710727	2.22881901279707	174.048398347506	46.1909409017424	23.182637807784	66.4410286630587	175.088166463202	160.32982854091	117.383413571091	110.957492864374	NA	0.621634373690825	0.803665293897417	3.31141042345277	1.38102045496239	3.79097089175806	7.39671597910737	3.72481617692738	5.10172759810814	8.72034984259051
"ASV8_Gyrodinium_helveticum_Dinophyceae"	14.3086567051258	6.3601706631555	2.61145874667312	22.9905490104773	7.09673222258521	5.99530039830117	16.0250817219993	6.17541331977631	5.54728287629494	98.1633832700079	24.9583111190947	11.0096870532168	24.4444171844725	95.1491538193233	57.022866011536	44.4483528281534	53.7464727801182	NA	20.5290961457897	25.6949653687757	44.872990228013	29.7392350027518	125.315615252904	66.1282488349545	54.6783913151519	48.6164629937364	57.3855279964021
"ASV9_Aulacoseira_islandica_Coscinodiscophyceae"	0.710459617930774	4.50085483503406	2.86220336317445	0.652541385331781	6.69919743003376	22.7431282705807	4.51474983061448	5.68696254872056	2.4888478976234	23.5557479042277	10.5060459852703	3.24823907863384	5.76649315160019	104.298110917335	59.4569870967742	83.1596019685836	118.162524868554	NA	10.7345643066611	1.89754305503557	8.51505537459283	21.5477027150982	154.628897218751	208.796428236324	6.11251885444493	13.3330864118625	2.21915712840117
"ASV11_Nannochloropsis_limnetica_Eustigmatoph."	3.60558256099868	1.98627351682577	2.37928780546818	82.1411186263097	6.39000370249374	9.42289245868451	7.30568608953979	3.07607687962492	3.36799317489336	26.0239053133104	7.09944063229747	3.65506354249404	11.0964788534777	45.8591474537844	27.4912499038667	15.7628343895368	11.803988602593	NA	24.5469768537914	20.7836774616249	33.7899022801303	23.1368221427261	158.366474154288	140.216007256122	27.2675645772504	36.6552697174997	24.37947267821
"ASV12_Stephanodiscus_Mediophyceae"	0	0.225247512217355	0	0	0	0	0	0.564044342766763	0	0	0.736690138315071	0.375041302621128	1.40141865437295	196.245129752354	86.089135441145	174.356829400661	339.00442072434	NA	0	0	0	0	0	2.49237168861227	1.38486755296018	0	0
"ASV13_Cryptomonas_Cryptophyceae"	1.99994382447513	1.7692168232345	0.447625574643116	0.36252299185099	6.33110965915278	3.93715278480734	9.35784510345546	4.19835067502683	3.42990481413772	24.7465256015922	8.23028345608047	3.40715488482923	11.4181159216944	20.813877397977	16.4661132236702	8.83286755882155	9.38187146076222	NA	53.1876434855467	35.2943008236615	154.960491856678	119.619073105852	125.422403165348	111.03113877334	56.1110129216624	43.0431471302569	31.1932227344277
"ASV14_Cryptophyceae"	8.63918895403821	13.0193062061631	11.6995580691991	2.50470430733411	15.032704562779	15.8481347182184	14.529285818523	9.04215415466305	9.48486313223644	0.952622157891563	0.361306628345608	0.209768864177919	0.252714839313156	10.5213006627136	8.30464840845973	12.8942825456752	16.4029452010058	NA	1.16745967741935	3.37092942718083	4.05478827361564	2.76204090992478	9.18376047017446	40.8427360585494	37.3436698763745	42.9574038092803	57.0729706543737
"ASV16_Chrysophyceae"	14.049338944581	11.4466690299547	13.1371605371401	2.45856501746217	7.46481999346619	4.54225614506085	18.6244831396258	4.41931650002824	10.3887730652041	4.87136330740004	1.29507310939465	0.686516282764098	2.34335578272199	6.51863193233345	4.93983396710105	3.63539243578507	6.74513634433885	NA	4.59402963971512	0.982257581430176	9.05569381107492	3.46201018161805	23.0661890878801	12.5824570731555	31.0401348077281	49.4738962035025	52.9784694738026
"ASV18_Luciella_Dinophyceae"	3.06208095328163	2.58829868584306	1.68091761432374	6.20903015133877	4.5642883589241	6.24609981735361	6.56690884453015	4.97173106253177	4.08616819012797	20.8710854592606	4.27937201365188	1.77350039714059	7.03006734816597	53.4070370596442	68.1911862849818	31.0144417177914	31.8860990823291	NA	11.8262149141181	8.43848558592287	11.420986970684	10.102259218492	26.3232204174187	34.008813686548	16.0931160464683	21.1357286207337	25.7859807173375
